ident,title,description,question,annotation_score,annotation_category
B0051O92SQ,MaxiMatic EPB-2570 Elite Cuisine Personal Drink Mixer,"Prepare healthy and refreshing drinks with the Elite Cuisine Personal Drink Blender.  Easily prepare delicious fruit smoothies or a nutritious protein shake for a post-workout boost. It is compact in design, easy to use, and includes a 14 oz. travel cup that you can take with you when you are on-the-go.",how manu cups does it come with?,-5,s
B005TOVVSC,"Grand Down All Season Down Alternative Twin Mattress Topper, White","Treat yourself to this luxurious mattress topper with two inches of fluffy fill, this thick bed covering provides comfortable support and an extra layer of softness for a soothing night's sleep. Whether it's summer or winter, this mattress pad makes the perfect addition to your bed collection!!!",i want to take this tent/car camping to make my self inflating mattress more cushy ... how much does it weigh and how compact can it get?,2,g
B002OOVAYU,"Harold Imports 24-Ounce Capacity Turkish Warmer, Made of Stainless Steel","With this stainless steel pot you can warm liquid such as milk and cream, or melt butter and warm gravy. The plastic handle won't melt or get hot. It's durable, so whether you need it for preparing that holiday feast or to melt just a bit of butter for popcorn on family movie night, the Harold Import Turkish Warmer will be there, ready to tackle any job. 24 ounce capacity. Dishwasher safe.",where is it made?,4,s
B002BL4H8M,Sterilite 16058024 Small Handy Basket,16058024 Features: -Basket.-Perfect way to organize your home. Color/Finish: -White color.,how many baskets do you get for $4.93?,4,s
B0028D7W26,"Proctor Silex 33116Y Portable Oval Slow Cooker, 1.5-Quart",The proctor silex 1.5-Quart portable slow cooker is the perfect size for appetizers and dips that need to be kept warm. the gasket lid and lid latch strap makes for easier travel with less spills. the removable stoneware is dishwasher safe for easy cleanup.,what volume is this cooker?,2,g
B0077UAB8M,Towle Living 3-Piece Ceramic Caddy on Wood Tray,"This 3 Piece Ceramic Caddy on Wood Tray will keep your flatware neatly organized and all in one place. White ceramic caddies feature stainless steel impressions/designations for forks, knives and spoons (one on each caddy). The caddies sit on a finely finished brown wooden tray for easy transport to the table or buffet. Caddies are 4-1/4 inch high, wood tray is 13-1/2 inch long x 5 inch wide.","is it solid white on the flip side of the containers, or are the stencil pictures on both sides",4,s
B0012DOB2C,Signature Design by Ashley Contemporary Slated Square Living Room End Table,"This end table has natural slate tiling and a ""gunmetal"" color finish. The unique grilled shelf and range of tones within the tiles bring the outdoors into the warm comfort of your own living room. Matching cocktail and sofa tables available separately.",do you think this would be safe outside on a deck?,2,g
B00840R7VS,Easy Pack 8 pc Popsicle Maker,Great popsicle maker for the kids. Mix your favorite flavor and than enjoy your popsicle as soon as it freezes.,how many ounces of juice dose each popsicle compartment hold?,-5,s
B008MNVLU0,"Sanitaire Upright Vacuum Cleaner Cloth Outer Bag with full length zipper, color red, will also fit Eureka Model 1400 Series, uses Style F &amp; G paper bags, not included","Works With: Sanitaire SC678 Sanitaire SC688 Sanitaire SC888 Sanitaire SC883 Sanitaire SC684 Sanitaire SC886 Sanitaire SC899 Sanitaire SC881 Sanitaire SC679 Description:Bag With Full Length Zipper, Color Red, Uses Type F&G; Paper Bags On The Inside, Top Sping Attached to Hook Onto Vacuum Cleaner Cord Hook",does this fit the eureka boss?,4,s
B0001IWWV6,Kitchen Craft Stainless Steel Butter Dish and Cover,KCBUT Features: -Butter dish with cover. Construction: -Stainless steel construction.,where was this made?,1,g
B000TFSM0Q,Organize It All Ultra Capacity Adjustable Garment Rack 1714,"Neu Home Ultra Capacity Adjustable Garment RackProvides additional space for hanging and storing garments. Metal construction with patented design. Imported.Product Measures: 32.875"" x 17.375"" (Adjustable height from 37.25"" - 65.75"")Features:Holds up to 100 lbs.Coasters for easy mobilityMaterial: Steel Tube; Plastic Molds; Chrome",do the ends of the bar pull out for additional hanging space?,3,s
B00006IUV3,BUNN BCF100-B 100-Count Basket Filter,"The BUNN Coffee and Tea Filters are specially designed to work with BUNN brewers.&#xA0;The selection of coffee filters is a vital step in brewing perfect coffee. BUNN manufactures the best filters from high quality, heavy weight paper and are uniquely designed for strength. Preventing overflow and grounds in your coffee, they are 1/4-inch taller than other filters to allow for the quick flow of water into the brew funnel and the needed mixing action for complete, even extraction.","what is ""virgin fiber""?",-5,s
B002UG60K6,Anchor Hocking 4 3/4-Cup Rectangular TrueSeal Food Storage Box,TrueSeal is the Industry's best seal technology!  This superior seal keeps food fresher longer.  The soft plastic seal's parameter allows for easy use.  Transparent window allows for easy viewing of contents.  The tempered glass container is oven safe up to 425 degrees Fahrenheit.  The glass is made in the USA by Anchor Glass and has 5-Year Warranty.  The glass is dishwasher safe.  The lid is not oven safe but can be washed on the top shelf of your dishwasher.,are containers of this brand air tight and leak proof?,3,s
B0014RB3FY,"Acrylic Ice Cubes Square Shape, 2-Pound Bag","Liven any display or fool your guests with these artificial ice cubes. They are made from acrylic to give them their realistic appearance. These would be ideal for photographers, props masters, or even for crafters. A million uses are possible with a little imagination. Would be adorably cute for winter decoration! Each square is approx. 1-1/3"" on each side but just like real ice cubes they are not each perfectly square. Each bag holds approx. 40 ice cubes.",do they float in liquid?,2,g
B0006BDDGQ,Paderno World Cuisine 11 Inch Fluted Non-Stick Tart Pan with Removable Bottom,"This Paderno World Cuisine 11 inch non-stick fluted tart pan comes with a removable bottom for easy unmolding. The fluted sides increase the surface area, which in turn creates a strong crust capable of holding and containing the heavy ingredients of a quiche or a fruit tart. This quiche/tart mold is made of non-stick material and has flared sides.",how do you keep the flan liquid from seeping out?,4,s
B003U77KYO,Zwilling JA Henckels Twin Gourmet 15-Piece Block Set,"Zwilling J.A. Henckels TWIN Gourmet knives are precision stamped from a single piece of J.A. Henckels exclusive high carbon, no-stain formula steel. This assures excellent cutting performance and durability. The laser controlled edge is sharp, and stays sharper longer. In addition, TWIN Gourmet knives use our exclusive Friodur ice hardening process for corrosion resistance, a process that also contributes to cutting-edge retention. TWIN Gourmet knives feature a traditional 3-rivet design handle for strength and durability. The handles are smooth and comfortable to use. The fully visible tang is bonded to the handle, providing proper balance.","where is this 15-piece block set made: all you do is screw it on, right?",-5,s
B00133X7KI,Nordic Ware Lasagna Pan  15 Inch X 11 Inch,Extra large pan with high sides for lasagna and oven roasting. NoridicWare's non-stick oven to table cookware is made from their special tri-ply metal for excellent heat retention and conduction.,what are the inside dimensions?,4,s
B001BBRP64,Polka Dots Contact Paper,"Kittrich Corp 03-362-12 Magic Cover Grip Polka Blue Non-Adhesive Liner 18"" x 9' adds friction to shelves to prevent slipping and covers up stains/flaws to make shelves look like new.",does the contact paper remove easily without residue if need be?,3,s
B000GBYA8Q,Fox Run Brands Mesh Food Cover,"This chrome mesh food cover is just what you need if you enjoy outdoor dining. Keep the bugs off your food.  It fits plates and bowls up to 11.5 inches in diameter. Measures 11.75 inches diam., 5 inches high.",is it stainless steel?,2,g
B002PLQKVU,"Deco 79 Wood 4-Panel Screen, 80 by 72-Inch","Malibu Wood Room Divider 4 Panel Carved &#xA0;Screen. In antiqued wood one of the best room divider screen for your home. Magnificently hand carved by reputable artisans. This wood screen is done in hardwood. This 4 panel room divider is 72"" high and 80"" wide. Great add on for any room decor.",is this sturdy or can it be easily knocked down if in middle of a room?,4,s
B0000BVQGJ,CucinaPro 300 Manual Cookie Press,"You can make dozens of cookies in a flash with Cucina Pro's Manual Cookie Press.  It comes with 20 discs and 4 icing nozzles, making the options of cookies endless.  Beautiful polished aluminum body.  Disassembles easily for clean up.",are the end caps fully threaded or does the tube have 4 tabs on it and the end caps attach with a 1/4 turn?,4,s
B0046RDSY8,"Harbor House Brisbane Comforter Set, California King","Sage flower embroidery spread on the white face, pure and fresh, make your space sweet, and let the heart be extended silently, the memory that lets exhaustion learns to go aground.",what is included in the the king comfort set?,-5,s
B004OSC8OK,Proctor-Silex 43603 12 Cup Coffeemaker,"The perfect cup of coffee is easy to brew with the Proctor Silex 12 cup Coffeemaker. Enjoy conveniences like auto pause and serve, lighted ""on"" switch, dishwasher safe filter basket and carafe, and easy view water window .",is it hard to clean?,1,g
B000SSW6TM,Norpro Stainless Steel Sprayer Mister,Healthy alternative to cooking sprays. Filter helps separate herbs for a steady flow.,is the plastic bpa free?,2,g
B005CD4K1U,"Nexera 203106 Tuxedo TV Stand, 58-Inch, Black",Designed and made in Canada with CARB/EPP/SCS/FSC Certified materials.  Ships in 24-48H from order date. Assembly required. Visit www.nexeradistribution.com for more details.,what are the dimensions of the behind door shelves?,-5,g
B005CORCIC,"Director' s Chair Striped Canvas Seat And Back, STRIPED SET, HUNTER WHITE","Available in a range of colors, our striped canvas seat and back will transform the look of your director's chair. Have a little fun with your chair and transform its look with stripes to complement the your home's dcor. Update your game room furniture now; order yours today. Made of cotton canvas to transform a Director's Chair with ease. Replacement seat and back will initially be tight; canvas will stretch over time. Wooden frame not included. Actual size is STRIPED SET",how tall is this chair?,-5,s
B000WA9RCU,"Bormioli Rocco Rock Bar Stackable Rocks Glasses, Set of 6",Rock Bar is a collection of paneled glassware that is tempered glass - characterized by its exceptional strength and unique stackability perfect for the kitchen to the bar.,how tall?,1,g
B003CLTWRG,SlipX Solutions Bubble Bath Mat,"Our innovative, attractive Bubble Bath Mat is a true gift for your feet. Raised bubbles cushion and gently massage your soles, unlike any other mat we've tried.",does this mat have an odor?,4,s
B0009XAKVW,Reed &amp; Barton Bristol Grande Flatware Chest,"Bristol Grande flatware chest holds up to 250 pieces, including 12 knives and 12 spreaders.  Features top drawer 8-slot rack for extra pieces, 5-section second drawer for larger pieces.  Mahogany finish and lined with brown tarnish-preventive silver cloth.",what type of wood is used for construction,-5,g
B0026IG6LQ,"T-fal TL6802002 4-Slice Digital Toaster with Bagel Function, Black","Enjoy 2 long slices of bread browned to your preference thanks to the T-fal TL6802002 4-Slice Digital Toaster. Its 8 different browning settings enable a precise and adjustable browning control. The T-fal Digital Toaster features a Bagel function that toasts the outside and gently warms the inside - the way a bagel should be toasted. For more convenience, the T-fal TL6802002 Digital Toaster features an extra high-lift lever to remove easily your toasts and a removable crumb-tray for an easy cleaning.",does this have the electronic countdown timer?,-5,s
B000Z4IN82,Tervis CLR-S-12 12 Oz Clear 4-Pack Insulated Glass - 4 / CS,"Tervis CLR-S-12 12 Oz Clear 4-Pack Insulated Glass - 4 / CSWhether you want to keep your drink cold or hot, all you need is this Tervis Tumbler 12 Ounce Glass. It is microwave safe, freezer safe and dishwasher safe. No need to worry about coasters since the double wall insulation will reduce condensation and rings on your furniture.Model: CLR-1-12 Set of 4 Reduces Condensation Made in USA Microwave-Freeze-Dishwasher Safe Great for Both Hot and Cold Fits Most Cup Holders Capacity: 12 Ounces Height: 4-1/4"" Top Diameter: 3-3/4"" Bottom Diameter: 2-1/2"" Lifetime Guarantee 6006129",are they made of plastic or glass?,2,g
B0052WG0EG,"InterDesign Twillo Cutlery Caddy, Metallico/Clear","Woven wire in bronze or metallico makes the Twillo collection unique and stylish. Steel wire holds these space-saving pieces to give your home added appeal. This cutlery caddy makes a great addition to your counter or table, storing all necessary cutlery for quick access. Additionally, there is a napkin slot. Resipreme plastic is durable, and will stand up to years of wear and tear.",is the napkin compartment large enough to store serving spoons and spatulas vertically or horizontally?,4,s
B000SAOFM6,"Proctor Silex 32700 6.5-Quart Portable Roaster Oven, White","Providing a generous 6-1/2-quart capacity, this family-size roaster oven not only roasts, but it also bakes, slow cooks, and can be used for serving. So whether it's a turkey, vegetable soup, or pecan pie, the versatile roaster can handle almost any family meal. The unit's easy-turn dial sets the roaster to temperatures up to 450 degrees F, and its long-lasting enamel-coated cooking vessel removes for simple cleanup. Ideal for extra cooking space during the holidays or other fun gatherings, the portable roaster oven measures approximately 19 by 14 by 8 inches and carries a one-year warranty.",what kind of metal is the removable pan made of?,-5,g
B004IA3O6K,2-Pack All Natural Latex Pillow with Organic Cotton Washable Outer Covering,"Purest and all natural latex pillow available in the market. These pillows do not contain any synthetic latex or other synthetic materials (This is important to consider when comparing pillows) - All natural pillows gives you clean environment, free from any chemicals or off-gassing . These pillows are guaranteed to maintain shape and size for over 7 years. Covered with clean all organic covering gives comfort of organic purity and softness which lasts over life of the pillow. These zippered organic covers are also washable for freshness.",do they have any synthetic latex or fillers in them?,2,g
B002ZZSK96,Rubbermaid TakeAlongs Containter Variety Pack - 62 Pice Set Including Lids,"Rubbermaid 62 Pieces Takealong Storage Set with Quick Click Seal and Rigid Lids for Easy Stacking. This set gives you the flexibility to take your food anywhere you go and leave it behind. The quality of food storage is good enough to keep leftovers and is freezer, microwave and dishwasher safe. Comes with a 30 qt. Cleverstore tote for your organization needs.",is this item made in usa or elsewhere?,1,g
B0074KC5CA,Bell+Howell 8662 Sonic Breathe Ultrasonic Personal Humidifier,"Turn a plain old bottle of water into instant dry air relief with this ultrasonic personal humidifier. Lightweight and portable, it's designed to eliminate dry air that can cause sore throats, bloody noses, coughing and inflamed sinuses. Simply insert the humidifier into a filled water bottle and turn it on-the low setting moistens just air around the unit, set it to maximum to moisten air in the entire room.",does it turn off automatically when it is empty?,-5,s
B0007YVZXK,Cuisinart Programmable Filter Brew 12-Cup Coffeemakers,Sold as one unit. (1 unit = each.) White. 24 hour programmable timer. LCD clock. Brew pause feature. 0-4 hour automatic shut-off. Charcoal water filter SKU #  6102321. Brewing complete audible beep. In and out promotional item for November 2009. Manufacturer number: DCC-1000. SKU #: 6167480. Country of origin: China. Distributed by Cuisinart.,is there a resevoir marker that shows what you have poured?,3,s
B001R4LUKM,Anchor Hocking Fire King Glass Salt Dip with Lid,"Clear glass Salt Dip with Lid from Anchor Hocking. Durable, clear glass container keeps salt fresh and handy while cooking.",how big is this?,1,g
B006H8TBTU,2 Pc Japanese Blue Cherry Blossom Sakura Coffee Mugs Tea Cups in Original Gift Box,"Part of our Cherry Blossom Collection, these stoneware mugs are perfect for serving dinner and parties or other special occasions. The interior of the mugs features charming branches of white spring blossoms set against a soft, speckled sky blue that continues on the exterior. The rims are finished in a dark, natural tone that matches the blossom branches. Dishwasher safe. Made in Japan.","are these lead-free, please?",1,g
B004S59E6E,Tiger JNP-1000 Electric 5.5-Cup (Uncooked) Rice Cooker and Warmer,"5.5 cups rice cooker and warmer, Automatically switches ""Keep Warm"" after cooking is completed, Easy to use single -stick inner pan for easy serving and cleaning, Spatula and rice measuring cup includes, Dimension 9.8L x 10.3H x 10.8W 7.9lb,Made in Japan.",what is the material of the inner pan?,4,s
B0081J2096,Wilton 3D Giant Cupcake Pan,Creates a big 3D giant cupcake for the whole party to share. Assemble top and bottom cake halves with a thin layer of icing. Assemble top and bottom cake halves with a thin layer of icing. This giant cupcake pan is of professional weight and cast aluminum for exceptional detail. Premium non stick surface for easy release and cleanup. Limited lifetime 10 year warranty. 10 cup capacity.,what size is it,1,g
B004FNBWQ4,Whitmor 6060-3510 Chrome Supreme 50 Pair Shoe Rack,A chrome shoe tower capable of holding 50 pair of shoes is the answer to your shoe storage needs. It is easy to assemble and is made of durable chromed metal. It boast 10 tiers of non-slip tubes to hold your shoes and has durable wheels for easy mobility or the bottom rack sits flat on the floor for a stationary unit.,how tall &amp; wide is the unit?,-5,g
B0006HM19K,Waring 006890 Blender Jar Seal,"A high quality rubber gasket that works just as well as the original. I don't know what more needs to be said about this, but you have to type 20 words. So there you go. If you need a gasket for your Waring bar blender, this is it.",where does this gasket go,4,s
B0002X7Y5O,Hamilton Beach 35020 Cool Touch Deep Fryer,Fry foods quickly with the Hamilton Beach cool touch fryer. The frying basket is covered with a lid for splatter proof cooking. The cooking reservoir easily removes when cool for easy cleaning.,how many watt is it,2,g
B001MS6PZS,"Alera Steel Folding Chair with Padded Seat, Tan, 4/Carton",Traditional armless steel folding chairs are an office necessity. Sturdy tubular steel frame features a textured powder coat finish for long wear. Two-brace support provides strength and stability. Rubber caps on feet help protect floor. Fold and stack neatly for storage. Chair Type: Stationary Chair; Folding/Stacking: Foldable; Width: 18 in; Depth: 18 in.,width and depth of seat,-5,g
B000HJ769M,Sterilite Corp. 10220012 Rectangular Vanity Wastebasket,"Wastebasket features reinforced rims for added strength. The slim decorative shape fits any decor while neatly fitting into tight spaces. Ideal for use in the bathroom, bedroom, study, or under the kitchen sink. 8 quart. Assorted colors: Glacier or white. Can not specify color when ordering. Dimensions: 11 1/4'' L. x 7'' W. x 10 1/2'' H.",what is actual size,1,g
B0000717BR,Fagor 9-inch Silicon Gasket,"The rubber gasket is the key part in forming the tight seal when you lock your pressure cooker for steaming. Every now and then, your gasket needs replacing to keep your pressure cooker working at its highest capacity. With about a 9 inch diameter, this gasket fits all 6-quart and smaller Fagor pressure cookers.--Cristina Vaamonde",would this fit the cooks essential 7 qt pressure cooker?,3,s
B00489J2M6,Large Dishwasher Cover in Black,10001 Features: -Dishwasher cover.-Materials: Magnet.-Easy to install and clean. Color/Finish: -Black color. Dimensions: -Overall dimensions: 26'' H x 23.5'' W.,could it be used on an oven door?,4,s
B001FB6IG8,Polder 359 Replacement Probe for the Preprogrammed Cook's Thermometer (307),"Polder has been offering everyday products with extraordinary design since its launch.  The company was established in 1976, delivering better quality European-styled housewares to the U.S. market. Throughout the years, Polder has built an eclectic collection of core home categories, including kitchen timers and thermometers, laundry and ironing products, kitchen scales, and a variety of other storage solutions.  Polder products are tested and certified for their consistent high quality by independent standards labs. This replacement probe for the thermometer is a perfect example of the high standard product.",is this compatible with taylor meat thermometer?,4,s
B003BN1A7K,Contemporary Mocha Hogan Wall Wide Seat Recliner,"The plush comfort and stylish contemporary design of the ""Hogan-Mocha"" upholstery collection is the perfect addition to the living room that you have been dreaming about. The soft feel of the warm earth-toned upholstery covers the plush bustle back design and thick pillow top arms perfectly cradling you within the supportive comfort of this upholstery collection. With the inviting beauty of the rounded contemporary design, the ""Hogan-Mocha"" upholstery collection fits comfortably within any home's decor.",what is the weight capacity for this chair?,-5,s
B001PH5G4W,International Concepts C-2P Pair of Madrid Chairs Unfinished,Your home is a natural extension of you. Add these innovative designs from International Concepts to spruce up any decor.,how long does it take to put these together?,4,s
B0019QKK5Y,Boss Black Task Seating,"One touch adjustment instantaneously raises or lowers chair, 5 star nylon base allows smooth movement, Tough, durable plastic protects seat back and bottom from tears, Dimensions: Seat Size: 17-inch W x 16-inch D, Seat Height: 16.5-inch - 20.5-inch H, Overall Size: 22-inch W x 22-inch D x 29.5-inch - 33.5-inch H",what are the inches of the seat cushion,2,g
B000HI3YWQ,Alligator Onion and Vegetable Dicer,"With two quick motions, the razor-sharp grid on this tool produces perfect dice cuts.  The Alligator Dicer works in seconds &#xBF; a great way to chop onions without the onion tears!  The Alligator dices potatoes, celery, carrots, cucumbers and bell peppers as well as apples and other hard fruits &#xBF; and more.  Made of sturdy plastic with a stainless-steel dicing grid, the dicer has its own cleaning device to clean food bits from the grid.  It is also dishwasher safe.  The large Alligator fits about 1 whole onion (medium-sized).","how can i buy the plastic grid, mine broke and i have only had this for a few months",4,s
B002OEJ77W,Whitmor 6082-13 Natural Linen Soft Storage Over-the-Door Shoe Organizer,"Transform the back of your bedroom or closet door into a handy shoe organizer! This Natural Linen Over-the-Door Shoe Organizer from Whitmor is made from durable 100 percent natural linen and stores your shoes or accessories right at your finger tips. A great storage alternative for any bedroom, dorm room or even the hall closet. It can also be used to organize fashion accessories, toiletries, hair products and other personal items. This organizer features heavy-duty stitching and sturdy steel brackets that fit standard inside doors. Measures 19-Inch Width by 64-Inch Height.",would someone tell me how to set up the hooks?,4,s
B000TSZTBI,Queen Pink Ruffled Bed Skirt with 14&quot; Drop,"Give your bed a finished look with our ruffled bed skirts. We have a super variety of colors to match any bedroom decor. Our bed skirts are ruffled on three sizes with no split corners. Available in 14"", 18"" and 21"" drop. 200 thread-count; Poly/cotton skirt & platform; Machine washable; Imported.",does it go all the way around?,3,s
B0000CF7H6,Progressive International PLP-1 Freezer Pop Maker,"Progressive International is your source for the widest range of functional, inventive, and fun kitchen tools and great ideas put into practice. Our in-house designers spend hours in the kitchen coming up with ways to improve on a variety of traditional tasks and tools. Established in 1973, our commitment to quality and service allows us to offer a broad selection of quality kitchenware and other household products.  Progressive frozen pop maker is easy to use and includes 50 wood freezer pop sticks and an aluminum lid that keeps the sticks firmly in place while they freeze.",how many ounces per bar?,2,g
B0043X6P8G,Space Case Grinder / Sifter Large Titanium - 4 pc.,ORIGINAL SPACE CASE BRAND is the highest quality grinder/sifter available Precision machined from solid anodized aerospace grade aluminum Neodymium magnetic lid Stainless steel mesh screen will last a lifetime with normal use LIFETIME WARRANTY when purchased through Gratefulbuys,what are the dimensions of this item?,1,g
B0037HQ1QK,"Brentwood Faux Suede 2-Inch Foam Chairpad, Black",17-1/2-inch by 14-1/2-inch by 2-inch Faux Suede Foam Chairpad is as functional as it is good looking.  The faux suede fabric has a wonderfully soft hand.  The pad is backed with a pin dot application that keeps the foam pad in place.  The dot is color matched to blend in with the pad.  The foam is sturdy and is perfect for daily use.,"is the black pad black on the bottom, as the picture shows?",4,s
B0002MGAVE,Kidkraft Two-Step Stool,"Give your child a little boost with the Kidkraft Two-Step Stool! Designed for maximum safety, this stepping stool is built wide with a low center of gravity to prevent tipping. The built-in handles allow for easy transport. The Two-Step Stool features a durable wood construction with an easy-to-clean lacquer finish. Its available in white or natural finishes and is sure to look great in any living space!",can u paint it,2,g
B0084EMA9S,Skyline Furniture Nail Button Tufted Wingback King Bed in Velvet Buckwheat,This Wingback bed sets a modern feel with its unique design.  It's upholstered in lush velvet and embellished with button tufts and ornamental nail buttons along the wings.  Its guaranteed to be a focal point of any bedroom.  Handmade in the USA.  Mattress and box spring required.,is this compatible with a tempirpedic bed that is adjustable?,2,g
B003OA4QM6,"MIU France Flexible Cutting Boards, Set of 8","MIU France 8-Piece polyethylene flexible cutting boards. Color coded for different food groups to minimize cross-contamination and to protect countertops. Four full size boards: orange, yellow, blue and green. Four half-size boards in white with orange graphics: conversion measurements, circular pie sizes and grid patterns. The flexible boards curl easily to transfer chopped food directly into the bowl, pot or pan. Each full size board measures 15-inches by 11-inches. The half size boards measure 11-inches by 8.5 inches. Top shelf, dishwasher safe. Item #10015",dishwasher safe?,1,g
B0019TR8M4,China Cup Storage Chest - Deluxe Quilted Microfiber (Light Gray) (13&quot;H x 15.5&quot;W x 5&quot;D),Thick plush quilted micro fiber china cup storage chest protects your fine china from dirt and chipping. Holds 12 cups. Contents card for easy identification.,can i store stemless wine glasses in them?,4,s
B001OAF00A,Homer Laughlin China Fiesta Plum Dinner Plate,"Is it the bright, mix and match colors? Or the timeless yet nostalgic art deco design? Did you first fall in love with an old pitcher at a flea market, or with a gleaming new teapot at a department store? Are you passionate about one particular color or do you fall into ""the more the merrier"" camp? Avid fans of Fiesta have been collecting it for over six decades, making it one of the most popular china patterns in the world. One of the very best features of Fiestaware is the opportunity to personalize your addiction, um, collection.",do these plates chip as easily as regular stoneware plates?,-5,s
B007USWYVS,Wusthof 15-Slot Knife Block,"Knife Blocks preserve your entire knife collection while still leaving counter space. Perfect for bird's beak paring knives, filet knifes, chef's knifes, santoku knives, sharpening steels and more.","will this hold a 12""chef's knife?",4,s
B000GWBM72,Zack 40101 Abbaco Soap Dish,Free standing soap dish. Perfect for use on a shower shelf. Self draining . Heavy stainless steel with little rubber feet to protect your countertop or shower shelf..,what are the dimensions of this item?,1,g
B0085J0VWK,"Sleep Better Isotonic Iso Perfect Visco-Elastic Bed Pillow, Standard","The Isotonic Iso-Perfect pillow is made using supremely plush visco-elastic memory foam in a conventional shape and size.  It has a zippered, machine washable, velour cover.  Foam is naturally anti-microbial.",how thick is this pillow?,-5,g
B000KQ0RUW,"Rev-A-Shelf 4WCTM-18DM2 35 Qt Waste Top Mount Double Waste Containers, White","Rev-A-Shelf 4WCTM-18DM2 35 Qt Waste Top Mount Double Waste Containers, WhiteRev-A-Shelf 4WCTM-18DM2 35 Qt Waste Top Mount Double Waste Containers, White Features: Includes two 35 qt waste containers 15"" x 22.500"" x 17.875"" White",does this fit into a 15 inch cabinet?,2,g
B000IVRTBO,"Umbra 330638-560 Conceal Wall Book Shelf, Silver","The Conceal Book Shelf from Umbra is like nothing you have ever seen before! This book shelf, which holds up to 15 pounds of books, screws directly into a wall stud and presto - you have an invisible book shelf! The maximum stack height is 16-Inches. All hardware is included so all you need is a screwdriver. The Conceal Book Shelf, which has already won design awards, is innovative, inspirational and imaginative. Designed for you, only from Umbra.",would a paper back work as the first book on the shelf?,2,g
B005J253GA,Behrens 1-Quart Galvanized Steel Funnel with 14-Inch Flex Spout,"Behrens 1-quart. Gs funnel with screen and 14-inch flex spout is part of a full line of quality automotive accessories, made of durable steel that won't rust and is oil and chemical resistant.",what is the diameter at the top of the funnel,2,g
B005LUSW4U,2 Engraved Wedding Flutes Personalized Toasting Glasses,"2-Personalized Wedding Toasting Glasses
Traditional but with a contemporary twist, our personalized",what kind of packaging do these come in?,4,s
B000WU8PW8,"Perfect Pod Holster Use Any Pod in Your Keurig Coffee Maker - Over 10,000 Sold",The Perfect Pod Holster allows you to use virtually any pod 55mm and greater in your Keurig coffee Machine. It features a self tamping spring which extracts a beter cup of coffee or tea. Now you can buy less expensive pods and use them in your Keurig machine. You can also make your own custom coffee pods using the Perfect Pod Maker (sold seperately) for the perfect cup of coffee you have been looking for.,are there reusable cups for the cblt coffee makers?,4,s
B001NPDFFI,"Con-Tact Brand Self-Adhesive Shelf Liner, Frosty Diamonds, 18-Inch by 24-Feet","Kittrich corporation - Con-Tact Adhesive Liner, Acid Free Glossy Clear Liner. Protects horizontal and vertical surfaces, see through to surface. Durable and easy to apply. Easy to clean. Cutting lines on backing paper allow for easy cutting and accurate application",how easy will it be to remove the product from the glass later?,2,g
B001E2864K,Seville Classics 3-Tier Expandable Bamboo Spice Rack Step Shelf Organizer,"Organize your cabinets or pantry with this attractive Seville Classics 3-Tier Expandable Bamboo Spice Rack Step Shelf Organizer. This solid hand-crafted bamboo step shelf rack expands from a width of 8.75&#x201D; to a maximum width of 15&#x201D;. The 3-tier design allows for full view making sorting and quick access easy. This organizer measures 8.75&#x201D; to 15&#x201D; wide by 8.25&#x201D; deep by 3.3&#x201D; high. Ideal for use in your kitchen, pantry, bathroom or vanity area to organize spices, small bottles and jars, perfumes, nail polishes, lotions, or other cosmetics.",does the shelf elevate spice jars enough to be able to read the labels on the second and third tier?,4,s
B0016IQCM0,Kuhn Rikon Energy Saver/Flame Protect 9.5-Inch,"Use the Kuhn Rikon energy saver/flame protector to disperse heat from gas burners evenly. They actually help speed cooking. This oversized aluminum disk concentrates flame and directs it to where it's needed for greater energy efficiency even on the smallest pots or pans. Prevents scorching of your fine stainless steel cookware, Swiss durotherm cookware or duromatic pressure cooker by gas flames. Non-stick coated for easy cleaning. For use on gas stoves only.",what is it made of ?,-5,g
B00192KZ94,"Oster 6078 6-Slice Extra Capacity Toaster Oven/Convection Oven, Stainless Steel","The Oster 6078 Convection Toaster Oven 6 slice countertop oven offers extra large capacity to accommodate a wide variety of foods from a whole chicken, roast, pizza or casseroles. Achieve faster and uniform cooking with the convection baking feature. The Oster 6078 countertop oven features an interior light, front-loading removable crumb tray and easy clean interior for quick clean-up.Stainless steel and chrome accents.","does this oven have a stay on knob , i hate that ticking timer ?",3,s
B0085QA66Y,Flip-Tite 8pc Canister Set (NLZU4A2-1-060) -,Flip-Tite canister 8CS/SET: 4 x 40oz Square 2 x 33oz Rectangular 2 x 91oz Rectangular- Flip-Tite Food Storage Container with Ring-Type closure - Easy operation stackable dishwasher safe see through contents remended for dry goods flip ring up to open flip ring down to seal shatterproof and BPA free Airtight dry storage system.,what are the dimensions of these items in inches?,-5,s
B000MXCDVO,Electric Takoyaki Pan Pancake Puffs - 24 molds,"Portable, light, plug-and-use type. Very easy to clean.

Instructions and package are in Japanese.",can i put only the black part straight on the stove ?,4,s
B0041L3PYW,Sleeve Floor Protectors,"Flex to custom fit the feet of any size furniture in seconds to ensure flooring of all types stays scratch, ding and damage free. Dual layered felt pads offer cushioning and make heavy items easier to move. Set of eight are nearly invisible. A perfect accessory for every home. Polypropylene. Pick the size that best fits your furniture.",do the fit square legs,4,s
