ident,title,description,question,annotation_score,annotation_category
B0013O10HO,"Cathy's Concepts Reception Gift Card Holder, Silver","Keep your gift cards organized in style with this unique Reception Gift Card Holder. Crafted of metal, this ornately designed money card holder features a scrolling vine pattern, dazzling glitter and fun metal gift bow. All of these features come together to create an enjoyable gift table accessory that everyone will love. Includes a white cardboard insert that can be placed at the bottom to prevent envelopes from falling. Also works famously for showers, birthdays, graduation parties and holidays! Details: Size: Measures 10"" by 10 inches. Materials: Silver metal and glitter with an accompanying cardboard insert","does the bottom of the box have only the cardboard insert, or does th cardboard sit on the same type of metal that is on the sides and top of the box?",-5,Do not agree
B003YJB3DW,Brentwood 1.2 Liter Stainless Steel Tea Kettle Model KT-1770,"This 1.2 liter 1000-watt electric tea kettle with brushed stainless steel finish features an illuminated power indicator, automatic shut-off for dual protection when boiling or dry and an overheat shut-off.",what are the dimensions of the unit?,-5,g
B0001Z8FHE,"Remanufactured Hoover U64019RM WindTunnel Self-Propelled Bagged Upright, Color May Vary","The Remanufacured Hoover U64019RM Windtunnel Self Propelled Bagged Upright comes with Windtunnel Technology. This technology helps pick up more dirt from your carpet. The vacuum is self propelled for effortless cleaning and maneuverability in both the forward and reverse hand motion. It also features allergen filtration with a HEPA filter that traps 100% of dust mites, ragweed and common grass pollens. This is important to allergy sufferers. In addition, the vacuum comes with a complete set of attachments including a pet hair cleaning tool for your upholstry and stairs. Please note: the case color of the U64019RM may vary.","how do i adjust the belt on the roller i thought it was the old belt so i bought a new one, still same problem the roller will not roll.",4,s
B004MTNNSQ,Adapta Table 20 x 36 - Black / Walnut,"The all-purpose Adapta Table by Studio Designs adjusts in height from 22 to 33 inches in 1"" increments. Its durable construction includes a sturdy base with floor levelers for stability and a super tough 1"" thick work surface plus T-mold edge band. This table holds up to any job. Main work surface: 36''W x 20.25''D.",how long are the braces for the table legs (the metal portions at the bottom that run parallel to the ground)?,4,s
B007P6SAZ4,"BIG BOSS 1300-Watt Oil-Less Fryer, 16-Quart","The Big Boss 1300-Watt Oil-Less Fryer allows you to make heart-healthy meals without the added calories that come with using a traditional deep fryer. The fryer's efficient design heats food quickly while retaining flavor and moisture. Suitable for cooking a range of meat, poultry, vegetables, and desserts, this versatile tabletop cooker comes in handy for any meal. Its two-tray design lets it cook multiple foods simultaneously, adding a dose of convenience to meal preparation.",what is the basket made of?,2,g
B007SWE7UM,Zojirushi Rice Cooker &amp; Warmer (Ns-wpc10 5.5 Cups),"Keeps Rice At The Perfect Serving Temperature, Provides Freshly Cooked Rice At The Programmed Time Provides Even Heating Holds 5.5 Cups",is the bowl inside teflon coated?,4,s
B005RRBM8K,Waring Pro DHR30 Professional Dehydrator,"Make your own dried fruits, herbs, vegetables &#x2013; even beef jerky and fruit roll-ups!  Waring Pro makes it easy with a big 5-tiered, 620-watt Professional Dehydrator. An adjustable thermostat includes Fan Only, Low, Medium and High settings for more options, and a top-venting system efficiently draws moisture up and out for excellent results. Make snacks or preserve naturally nutritious homegrown foods to use in recipes all year long. Dried foods are expensive, and fresher is always better!",is electricity 220 or 110,2,g
B002NGN9PM,"Brentwood Originals Poodle Bedrest, Pink","Poodle bedrest provides a functional pillow that allows anyone to lay in bed and read, work or just watch TV comfortably. There is a handle that will allow you to easily move the bedrest from room to room as you wish. The vibrant color pallet brightens any room and is perfect for kids, tweens and college bound graduates. Bedrest is perfectly suited for dorm rooms allowing students to sit up comfortable in bed to study or do computer work. The bedrest is filled to provide a comfortable yet firm support.",does it have the california 65 fire safety tag?,4,s
B004XYNE2A,"Winsome Wood TV Table, Antique Walnut Finish, Set of 4","Winsome Wood 4-Piece set of traditional style rectangular TV trays are made of solid wood and finished in the antique Walnut stain. The tray surface is 19-Inch L by 14-1/2-Inch D; large enough to be used for serving a meal or snack, working on paperwork or laptops. The trays fold for easy storage when not in use.",where can i get a storage rack for these,4,s
B002BL4H8M,Sterilite 16058024 Small Handy Basket,16058024 Features: -Basket.-Perfect way to organize your home. Color/Finish: -White color.,how many baskets do you get for $4.93?,4,s
B000KD7UWI,Sunpentown IM-101 Portable Ice Maker with LCD,"A self-contained ice maker: compact, easy to use and requires no installation. Makes 3 different ice cube sizes. Ideal for home bars, recreation rooms, boats...almost anywhere. Just a few simple steps and you'll get the first batch of 12 cubes in less than 10 minutes! Makes up to 2-Pounds of ice in an hour and up to 35-Pounds of ice in 24 hours. Highly portable, you can enjoy cool, refreshing ice wherever 115V outlet (and water) is available.","would you consider the ice chewable, similar to sonic ice?",4,s
B00004W4V7,"Nesco LT-2W Add-A-Tray for FD-60 Dehydrator, Set of 2","Designed for use with the Nesco American Harvest FD-50 Snackmaster dehydrator, this two-tray set is perfect for expanding your dehydration projects. The two extra trays provide an additional five square feet of drying space. You'll be equipped to make enough beef jerky, dried fruit, or fruit rollups for an entire scouting troop.--Ariel Meadow Stallings",will these trays also fit the american harvest dehydrator snackmaster?,4,s
B001BOIIW6,Tiger JNP-S18U Electric 10-Cups (Uncooked) Rice Cooker and Warmer with Stainless Steel Finish,"10 cups rice cooker and warmer, Automatically switches ""Keep Warm"" after cooking is completed, Easy to use single -stick inner pan for easy serving and cleaning, Spatula and rice measuring cup includes, Dimension 10.7L x 11.7H x 11.8W 9.9lb,Made in Japan.","hi, i bought this 4months ago and i just want to ask if i can order just the inner pan in case it get broken?",2,g
B004QF2AX0,Baccarat Harmonie Tumbler No.2,"Baccarat Glass & Crystal was established in 1765,For more than 200 years, the Baccarat Crystal brand has carried the tradition of elegance and luxury.Manufactured in France, Baccarat Crystal maintains the highest standards of quality and craftsmanship,Each pattern of stemware and barware is fit for the tables of royalty.","do you know if the box comes with a gift bag, like the one you get at the store?",1,g
B000FCEQMQ,"Lux CU100 Digital Count Up/Down Timer, White","The CU100 Electronic Timer has large, easy to read digits, is simple to use, and counts up as well as down. The Lux CU100 has a magnet, belt/apron clip, and an easel stand for convenience. This timer's built-in memory remembers the last setting until cleared, making repetitive timing simple and convenient. Use the CU100 in kitchens, offices, restaurants, and any place where accurate timing is desired.",will it keep counting after it alarms to let me know how much time has passed since it went off?,2,g
B000U0K5PU,OXO Good Grips Silicone Sink Strainer,"The OXO Good Grips Sink Strainer combines sleek stainless steel with flexible, stain-resistant silicone. The easy-to-clean silicone basket traps food debris to prevent clogs. When it&#x2019;s time to empty your Strainer, simply pick it up by the center post and invert the silicone basket for easy debris removal. A silicone underside won&#x2019;t scratch the sink basin.",will this work as a garbage disposal strainer?,2,g
B00449FMA6,Modern Art Oil Painting on Canvas Stretched-Framed - Dark Beauty - Return shipping covered for continental US regions,"High quality 100% hand-painted oil painting on canvas. Redefine your living style with this unique and elegant piece of art created by artist. Each piece is custom made, please allow 2 to 3 weeks for quality assurance on painting and shipping. Actual size may be slightly different from the product image. CUSTOM SIZES AVAILABLE. Please contact us right away (should be before we have started processing) if you would like different painting sizes. - price may be more for bigger sizes.","i am interested in the 24x24, and i would like the red replaced with a gray",-5,s
B000AYYK5M,Mabis Steam Inhaler,"Why steam inhalation? The Mabis steam inhaler provides a natural, safe and effective therapy to relieve symptoms due to: allergies, bronchitis, colds, flu, laryngitis, rhinitis, sinustis and more. Soothing steady vapor. Variable steam adjustment. Ideal for aromatherapy. Features include soft flexible mask, extension tube, drain tank, convenient indicator light, aromatheraphy tank, variable steam control, measuring cup, internal water chamber, and generous 5"" power cord. Latex free. One-year limited warranty.",where can i get operation instructions?,-5,g
B006N0KMPY,"Linon Home Decor Lorraine Vanity Set, White","The traditional styling of the Lorraine White Vanity Set is highlighted by the intricately detailed spindle legs on the vanity and matching stool. &#xA0;Enjoy some much needed personal grooming space with this attractive white vanity and stool set.&#xA0; The vanity features an adjustable mirror generously sized drawer. The spacious table top has room for an array of cosmetics, jewelry and beauty supplies. The vanity is complimented by a thickly padded and upholstered stool.&#xA0; Ideal for teens and adults. &#xA0;Some assembly required.","is the color a true white, or is it more off white/cream?",4,s
B001DNZ0H6,"Sauder Harbor View Computer Desk, Antiqued White Finish","The Harbor View computer desk in Antiqued Paint finish by Sauder creates a casual cottage look. The desk features a large drawer/shelf with flip-down panel. The lower drawer holds letter-size hanging files. Sauder Harbor View furniture offers graceful, yet simple, detailing highlighted by an antique finish. It's the aged look you want without all the pesky decades of waiting.",is there any place where a printer would fit?,-5,s
B004O6M3II,"Serta Midtown Euro Lounger, Black","The Matrix casual convertible lounger is the perfect contemporary innovation for sitting, reclining or sleeping. Featuring unique European mechanism, that lets you convert from sofa to lounger to bed in seconds. Designed with sleek lines and versatility, the loungers are a great addition to any room.",do the arms on the sofa raise together or can one arm set up while the other arm stays down?,4,s
B004IUAFDK,The Collegiate &quot;I&quot; Collection with Wheels - Black (Black) (12.25&quot;H x 15.75&quot;W x 30&quot;D),"The black Collegiate &quot;I&quot; Collection with Wheels combines great style with sturdy construction, making it the ideal trunk! This travel trunk can serve numerous purposes! Constructed of heavy gauge vinyl. Wood frame construction Brass plated hardware with one plastic handle. Easy open push button key lock. Dust and moisture resistant. Weighs approximately 20 pounds. Proudly made in the United States. (not meant for use as a seat) Assembly level/degree of difficulty: No Assembly Required. Made in America","can you stack one on top of another, up to four high?",2,g
B001K356ZA,"Home Source Industries Oak Hills Microwave Traditional Hardwood Cabinet, Oak Finish","This tall microwave cabinet delivers a classic, elegant design as well as a variety of storage needs. The beautiful oak finish provides a great complement to the decorative glass doors. Easy to open, these durable glass doors can easily display your decorative dishes or cookbooks. The bottom double drawer and shelf provide compact kitchen storage for a wide range items &#x2013; including small kitchen accessories, utensils, dry goods, as well as plates and baking dishes. This-piece is made of durable, laminate wood composite and glass. Featuring metallic finished plastic hardware, this-piece is easy to assemble and appreciate.",what are the dimensions and will it accomadate a microwave of 24 x 18 x 13?,2,g
B005SVSX1E,"Trudeau Oven Gloves, Set of 2","They're not your mother's oven mitts Stay Cool Kitchen / Oven Gloves are thin and comfortable to provide maximum dexterity and protection when tackling high-heat tasks. These gloves are made from flame resistant exterior fibers and feature an anti-slip silicone grip for maximum protection and safety. Set includes two gloves. by Trudeau-style, eloquence, innovation-letting you savor life's little moments.",are they waterproof?,2,g
B008IO2UD0,"Grayline 40550, Spice Organizer, White","The Spice Organizer is ideal for storing spices and other small containers. It's compact design allows you to mount or store it in almost any cabinet or closet, making organization simple. By utilizing space inside cabinet or closet doors, it saves valuable space in drawers and cupboards.",what are the dimensions?,1,g
B0072JPOPI,Elegant Home Fashions 2 Door Marcy Wall Cabinet,"The Marcy Wall Cabinet has beautiful mohagony wood veneer in beautiful salvage wood finish, classic arch design enhance the classic look of this piece. Ample space with one fixed and one adjustable shelf provide generous space to store various daily necessity",what is the size?,1,g
B000QJ9IWG,"Kitchen Supply 4 x 2 x 2 Inch Paper Loaf Pan, Set of 25","From Kitchen Supply, elegant Paper Bakeware from Italy in classic gold on brown pattern. Perfect for home-baked gifts and commercial bakeries.  No need to pre-grease.  Instructions included.","all of the one star reviews say that there are 4 holes in the pans, can anyone that liked the product tell me how they solved the hole issue?",4,s
B001D6Y2E0,SCI Scandicrafts 7-Cup Cast Iron Aebleskiver Pan,"Professional chefs consider cast-iron pans to be precision cooking tools, as these dependable pans enable precise control of cooking temperatures. Their heat retention qualities allow for even cooking temperature without hot spots. Cast-iron pans can be used on top of the stove or to bake in the oven.  The Aebleskiver Pan is designed for making the traditional Danish spherical pancakes.  Aebleskiver are cooked by frying in a special pan w&#xED;th several hemi-spherical indentations in the bottom of the pan.",does this work on induction stove ( electric) or smooth glass top electric stove?,-5,s
B0000E1VV4,Rubbermaid Inc 3800-RD-WHT Giant Loaf Bread Keeper,"Giant Loaf Bread Keeper, Airtight Lids Ensure Freshness, Easy Open Tab.",the overall dimensions of,-5,g
B002M0HU04,"Lasko Tower Fan #2511, 36-Inch, Black","Lasko's #2511 36-Inch oscillating tower fan with multi-function remote control, black.",what is th height?,1,g
B004QXYJBI,"Coaster 900253 Accent Chair, Black","Beautifully designed and crafted to endure, this accent chair comes in three color options. Upholstered in a durable, leather-like vinyl and black finished legs.",what kind of leather is this?,2,g
B00280PPV4,Pink Feather Metallic Moon and Star Trimmed Girls Bed Canopy,78560 Features: -100pct polyester bed canopy with removable feather trim.-Great for tween girls.-Available separately in purple. Color/Finish: -Metallic star and moon accents.,is it machine washable?,2,g
B007KL27QC,Wondermill 110v Electric Grain Mill with Flour Canister and added Flour Bagger Canister and Bags,Brand New Mill! Comes with FULL FACTORY WARRANTY!  Get yours today!!,"please sir/ madam, i want to know about the outpot of this mill in kg/hour for corn grains grinding?",4,s
B000WEPGB2,Weber 7555 Premium Cover for Weber Summit 600-Series Gas Grills,"Designed to fit Weber Summit S-600 series gas grills, this heavy-duty protective cover keeps the grill clean, dry, and looking like new by reducing its exposure to outdoor elements like wind, rain, snow, dust, and dirt. The cover slips on easily, and its fitted center and long sides keep it securely in place. Made of durable vinyl, the unit not only performs well year after year, but it also offers a sleek-looking appearance, complete with the Weber logo, that will nicely compliment any outdoor decor. The full-length grill cover measures 31 by 40 by about 40 inches.",what is the width of this grill cover?,2,g
B002A1LGH8,"Stay Fit Lunch Chiller, EZ Freeze","Portable lunch container for the ""on the go consumer"" great for fresh meals.",is the stayfit cool gear dishwasher safe?,3,s
B0000CCY1E,OXO Good Grips Small Cookie Scoop,"For easy scooping and consistently round cookies, try an OXO Good Grips Cookie Scoop.   OXO Scoops have soft grips that absorb pressure while you squeeze to easily release your cookie dough.    This large size scoop holds 2 teaspoons of cookie dough and yields a 2 inch cookie.","which size (s,m,l) is best for truffle-sized desserts?",2,g
B0047T6UQI,"Chicago Metallic Baking Essentials Silicone Baking Cups, Set of 12","Chicago Metallic Baking Essentials is a new line that is sure to complement the best bakeware. With its modern, dark-stained wooden handles, stainless steel accent pieces and high grade silicone heat-resistant up to 500-Degree, these essentials are a key ingredient to any baker's recipe. This set of 12 reusable silicone baking-cups are featured in brown, pink and orange. No muffin pan is needed to bake; place directly on cookie sheet when baking and allow to cool. The silicone-cups are heat resistant up to 500-DegreeF. Top rack dishwasher safe or hand wash to extend the life of the product.",how many oz can they hold?,2,g
B001QC257C,Star Patch Queen Patchwork Quilt,"100% prewashed cotton, Machine Washable.  Rustic plaids in a star and nine-patch motif lend simple country charm to Star Patch. Coordinates also available (sold individually).",is this a true patchwork or a print?,2,g
B006T77JQQ,New MTN Gearsmith Commercial Grade Deluxe Carbon Steel Sausage Stuffer -20 Lbs,"Great product for Supermarket, Meat Shop, Butcher Shop or Meat Lover use !!! Bigger Size Sausage Stuffer is coming !!!! Extra Large 7 Liter Commercial Stuffer !! Fit for 16-20 lbs Meat Each Time !!!!",is this single speed ?,2,g
B001B8LZCC,Nordic Ware Platinum Collection 3D Turkey Cake Pan,"Sure to inspire oohs & ahhs, the cake you make with our turkey pan will be the star of the table. Heavy cast aluminum bakeware provides superior baking performance. Baked goods rise evenly, cook uniformly, are finely detailed and have delicious golden crusts due to the heavy duty walls of the pan. Our special heat reflective exterior and premium non-stick surface assures perfect stick-free results.  Proudly made in the USA by Nordic Ware.",what are the demensions of the pan?,2,g
B000PBE5DM,Exhaust Pipe kit for dual hose units (2 hoses + 2 adapters + 2 connectors) for the Soleus Air LX-140 Portable Air Conditioner,* Evaporative air cooling system * The most powerful air flow: 700 m3/h * Three selections of wind speed and mode * Unique magnetized remote control included * Water sprinkling cyclic system * 7.5 hours time design * Adjustable air vents * Power: 160W * Weight: 30.86lbs * Dimension: 17.7 x 15 x 35 inch * One-year warranty for all parts and labor,does this kit have the plate to put the oval connectors for the window to come on to?,4,s
B0001LQSKE,Mouthwash Dispenser,"Crystalizeonline.com offers a unique gift idea in our mouthwash decanters. Etched Mouthwash Decanter with Dispenser Pump is an elegant addition to your bathroom. Store and pour mouthwash using the reliable Perfect Measure dispenser pump. This beautiful addition to your bathroom eliminates spills, waste and drips. This 32-ounce, glass decanter is laser engraved with the word ""Mouthwash"" running horizontally across the front. Easy palm-action dispenser pump measures a drop to 2 ounces. Approximate dimensions (with pump): 3.5"" x 3.5"" x 10.5"".","is it made of lead crystal, or glass?",2,g
B008397RN8,"Lighthouse, Sailboat, Nautical Queen Comforter Set (8 Piece Bed In A Bag)","Let this Lighthouse Bed in a Bag guide you to a serene maritime setting. This soft and cozy bedding ensemble features an engaging mix of watercolor scenes of boats and lighthouses interspersed with nautical flags and stars. The comforter has a navy blue reverse and comes with coordinating shams, a bed skirt and a complete printed sheet set. It's machine washable for easy care. The set includes: 1- Queen Comforter, 1- Flat Sheet, 1- Fitted Sheet, 2- Pillowcases & 2- Pillow Shams.",what fabric are the sheets made of?,2,g
B002YI7J6E,Ball Fruit-Fresh Produce Protector (5.0oz) (by Jarden Home Brands),Ball&#xAE; Fruit-Fresh&#xAE; Produce Protector prevents browning of fresh-cut produce for up to 8 hours.,is fruit fresh gluten free?,-5,s
B0000VLYBI,"Norpro 3399 Unbleached Baking Paper, 73 Square Feet","Eliminates the need to grease baking pans and casserole dishes and prevents scorching. A versatile nonstick liner saves hours of clean-up. Ideal for baking, stovetop and microwave cooking. Use for cooling cookies, lining pans, candy making, rolling out dough and covering baked items. Use it to divide foods in the freezer for easy separation. Strong, waterproof and greaseproof. Will not contaminate or alter food.","is it coated with silicon or vegetable coating, etc?",2,g
B007A5YLJE,Linon Home Decor Titian Bookcase,"Our Titian Collection has a simple yet eye-catching design that is matched with incredible durability. The Bookcase features four shelves that provide ample storage and display space. A neutral, classic Antique Tobacco finish allows this piece to easily complement your homes decor.","is this pine with some sort of enamel stain, or is it particle board with those furniture cams, like shoddy ikea furniture?",4,s
B005GT01CC,"Farberware Color Straws, Mixed Colors, 125 Count",Put smiles on faces at parties or any day of the year with these colorful and reusable straws. Pack of 125 straws.,are they dishwasher safe?,-5,g
B0055R1Z9S,Kitchenaid 5031945 Professional Electronic Scale - Black,This KitchenAid Pro Electric Scale is the perfect tool for a master chef precisely weighing and measuring ingredients or for portion control for the diet conscious. The brightly lit LCD screen is easy to read and the touch screen controls provide ease of use. Features an Add and Weigh/Tare feature for weighing ingredients one at a time. Easy to clean 7-1/2&quot; x 8-1/2 stainless steel surface. Uses (1) standard 9V alkaline battery (not included). 11lb capacity. Dimensions: 1.29&quot; H x 7.5&quot; W x 8.5&quot; L.,what is the maximum weight,-5,s
B001Q9BJ7M,Double Old Fashioned Personalized Glasses (Set of 4) (Clear) (10&quot;W x 6.25&quot;H x 10&quot;D),"These Double Old Fashioned Personalized Glasses are a great way to give your next event a personalized touch by allowing you to choose what letter you wanted etched on each cocktail glass. Engraved with&nbsp;a single, uppercase block initial, these custom glasses come in a set of four. Make great party or wedding favors. Measures 4 1/2"" tall with a 3 1/2"" rim across the top and a 2"" base. Holds up to 13.25 ounces. Made of hand blown glass. Assembly level/degree of difficulty: No Assembly Required. Made in America",how do you get the letter on,4,s
B002RL8X90,"Prestige Popular Aluminium Pressure Cooker, 2 Liters","Prestige Pressure cookers are one the fastest and easier ways to cook any hot food.  These Prestige Popular Aluminum Pressure Cookers come in a fully assembled fashion and are ideal for both home use and cooking in bulk quantities. This cooker will also come with a very detailed instructional booklet, safety valve, and manufacturer's warranty.  This cooker is easy to clean and has a heavy bottom which means nothing will stick to it.",does it come with containers?,2,g
B005Z4HWAC,60x126&quot; Polyester Rectangular Tablecloth Wedding Table Linens - White,"Decorate your tables with our lovely Brand New Polyester Rectangular Tablecloths!Whether it's a grand party or just a social gathering with friend and family, our table covers will be perfect for your event. Available in a variety of colors and sizes.Additional Information:* Each Tablecloth measures 60"" x 126"".* Sizing: This tablecloths will give you a 15"" overhang on a 8 feet by 30 inches wide banquet table, half way down.* Material: 100% Polyester, stain and wrinkle resistant.* 1 piece, seamless design.* Edges are folded and then hemmed.* Please note: High-quality material used, weight of this item is very heavy.",what is the difference between the wedding catering table linens &amp; the rectangular polyester?,4,s
B004IA3O6K,2-Pack All Natural Latex Pillow with Organic Cotton Washable Outer Covering,"Purest and all natural latex pillow available in the market. These pillows do not contain any synthetic latex or other synthetic materials (This is important to consider when comparing pillows) - All natural pillows gives you clean environment, free from any chemicals or off-gassing . These pillows are guaranteed to maintain shape and size for over 7 years. Covered with clean all organic covering gives comfort of organic purity and softness which lasts over life of the pillow. These zippered organic covers are also washable for freshness.",do they have any synthetic latex or fillers in them?,2,g
B00110DQ54,"American Furniture Alliance Renaissance Metal/Wood Frame Full, Medium Oak",Oak is renowned for its beautiful wood grain and its durable strength.  You will find these traits in our exclusive Medium Oak Collection.  Discover our Renaissance futon frame convertible in our medium oak finish: which masterfully enhances the wood&#x2019;s natural grain and adds a hint of golden luster.  It features a rounded top armrest supported by flushed edged leg posts and paired wood pickets.  Futon convertibles have evolved into fine furniture solutions with fresh style.  The Mead demonstrates that fact while still offering the expected versatility of a sofa-sleeper.,"how does this fulton come, in a box in pieces or is there already a frame.i'm wondering because i have a tight corner to get it in",4,s
B00504ARYA,"Sterno 7-Ounce Cooking Fuel, Single Can","Sterno Brand Cooking Fuel - each can burns for up to 2-hour. Ignites immediately and burns steadily and intensely and generates the maximum heat to keep food temperatures safe. Smart Can label tells you when the can is too hot to touch. Use under chafers, buffets and drink urns. Burns clean and odorless.",what is the height &amp; diameter of can?,2,g
B003TLOEQI,"Stylemaster Emma Printed Floral Full Matelasse Bedspread, Crimson","This Stylemaster Emma Bedspread made from a plush matelasse cotton / polyester fabric in a lovely print design enhances the appearance of your bedroom. It is constructed as a 1-piece throw. Comes in three attractive colors in sizes, twin, full, queen and king. Easy care machine wash and dry. Shams are sold separately.","i'm sorry if someone has already asked this, but would anyone say that the colors in the 'crimson ' spread are more toward red or burgundy colors?",4,s
B000QRCP6E,Rubbermaid Dish Drainer,Cushion coated to protect sink and dishes. It has a portable silverware cup. Drainer has sturdy wire loops that hold glasses securely. 13.7'' x 17.6' x 5.5''.,what's that space for at the end of the dish rack?,4,s
B003L0ZODE,Calphalon Tri-Ply Stainless Steel 12&quot; Stir Fry &amp; Cover,"Perfect for creating crisp, healthy vegetable and meat stir frys.",what is the weight of the wok without the lid?,-5,s
B00421AG20,"Foremost TSH10222-FMD Sheridan TV Stand, Walnut",This Foremost TV stand is made of hardwood with wood veneer in warm walnut finish. It is made of light weight construction with a honeycomb grid core. It has two drawers and two fixed shelves. The frame has a cutout for easy wire and cord management. It features classic detailing with bin pull hardware. Assembly required.,does this stand have a built in mount or does the tv need to have its own stand?,-5,s
B0064OLJZ6,Mesophilic C101 - 5 Packets,Mesophilic C101 - 5 Packets; Store in freezer; 1 packet will set up to 2 gallons of milk,can i use it for/with skim milk or 1 percent milk ?,-5,s
B000FNHV40,"Coaster Contemporary Style Solid Wood Bar Unit with Wine Rack, Deep Cappuccino Finish","Contemporary Style Deep Cappuccino Finish Solid Wood Bar Unit with Wine Rack. This is a brand new deep cappuccino finish with solid hardwoods and veneers bar unit. The bar features a wine rack, wine glass holder and also two doors with shelves. This amazing bar unit is perfect for any living room or kitchen; it will match the beauty of any home decor setting and provide for practical serving needs. Item may requires simple assembly. Dimensions Measure: 47""L x 25""W x 42""H","i would like to get a marble slab to fit over the top section, can someone give me the dimensions of the upper portion so i can get the marble precut?",4,s
B008F1BE3I,Set of 2 - Stainless Steel Bar Ice Scoop 6 oz.,"This 6 oz. all-purpose scoop is made of durable stainless steel and has a hanging slot for efficient, out-of-the-way storage. Pointed tapered end for spill free scooping and pouring. This scoop measures 5.25""L x 3""W (not including handle). Its overall length is 9.5""",is it dishwasher-safe?,2,g
B0064OE26E,12 Replacement EZ Cap Swing Tops,"These swing top closures are the perfect replacement for all of your old Grolsch style bottles or our EZ-cap bottles. Made of durable ceramic, they will last a lifetime. They are reusable, and able to withstand high pressure, making them perfect for bottle conditioning your homebrew.

This is a package of 12 individual swing top caps with a red grommet and white ceramic body.","i have common beer bottles around the house that i want to use for my kefir, can i use this tops for the bottles or i need bottles with the small dent",-5,s
B000BODVLA,Viceroy Rubber &amp; Plastics 12006 Regular Size Jar Rubber,"12 Pack Red Regular Size Jar Rubber, With Tab, Fits Regular Mouth Ball & Other Wire Clamp Jars, Made From Pure Natural Rubber.",how many seals come in a pack?,-5,g
B005NFGQFA,"Greenland Home Francesca Quilt Set, King","The Francesca quilt set updates the traditional double wedding ring design with todays fashion prints in 100-percent cotton. Patchwork construction in vivid blue, green and yellow on a soft white ground. Reverses to an all over paisley for two looks in one. Oversized for better coverage. Machine washable cotton. Easy care machine washable cotton. Each quilt set includes 1 quilt and 2 pillow shams (1 sham per Twin set). Sizes: Twin 68-inch by 88-inch , Full/Queen 90-inch by 90-inch , King 105-inch by 95-inch , Standard Sham 20-inch by 26-inch , King Sham 20-inch by 36-inch.",are there any other shams available for the francesca quilt set?,4,s
B004HEB0TK,"Stone Cottage Trellis 5-Piece Daybed Set, Chocolate","The Stone Cottage Trellis Daybed will complete any room. The set includes a Embroidered quilt with scalloped edges, 2 tailored quilt shams, one plaid standard sham with a 2inch ruffle on all edges and a bed skirt with ruffles that feature split corners with overlap. This complete bed set will instantly update your room.",is this the bedsheets not the day bed frame?,4,s
B0045675KS,Espresso Kids Chair Seat Childrens Brown Leather - Like,Great for your formal living room where your child can have a spot just for them without it looking kiddy.,is this chair large enough for a 4 yr old,-5,s
B005NBBEPQ,Large Yard Tool Rack,"Organize all your yard tools with the Monkey Bar Large Yard Tool Rack. This rack will securely store 12-20 yard tools off the floor. Only 4 screws into 2 studs 48"" apart, and you're finished. No longer do you have to hang yard tools on nails on the wall where studs exist; this gives you the versatility to store everything off the ground and regain valuable floor space. This rack does not limit you on the size of yard tools; you can hang a wheel barrow, shovels, rakes, weed eaters, leaf blowers, and hedge clippers.",how far does the bar stick out from the wall when its mounted?,4,s
B000UUBCNO,"iRobot 560 Roomba Vacuuming Robot, Black and Silver","Cleans routinely, so you don't have to. 500 Series robots offer the latest innovations from iRobot with unprecedented efficiency, coverage, and cleaning performance.",does it do carpet?,-5,s
B0051TSOBM,"KRUPS XB501050 Coffee Carafe for KM611D50, 12-cup, Grey","Inspired by professionals and designed for connoisseurs, KRUPS products have been built with three key attributes in mind: Passion, Precision and Perfection. The KRUPS XB501050 Coffee Carafe is a 12-cup replacement carafe compatible with KRUPS KM611D50 coffee maker.",will this fit krups model km611d50?,3,s
B000F741DU,Norpro Stainless Steel 10 X 15 X 1 inch Jelly Roll Baking Pan,"Bake cookies, pastries, biscuits and rolls, pizza, tater tots and fries, or use to reheat hot sandwiches.  Full sides all around also allow this pan to be used for jelly rolls, fudge, and candy.",is this all-clad?,-5,s
B004J8F2UW,Fountain Hills Media Chest in Rich Cherry,200436 Features: -Media chest. -Fountain Hills collection. -Rich Cherry finish. -Constructed of select hardwood solids and veneers. -Traditional style. -Two open electronic compartments and six english dovetail drawers with metal on metal guides. -Brass metal hardware. -Thick bracket legs and stepped molding.,are the drawers deep enough and wide enough to store dvds?,-5,g
B0002KNPFU,"Coaster Oriental Style 4-Panel Room Screen Divider, Black Framed","Oriental Style 4 Panel Black Framed Room Screen Divider. You are looking at a brand new in box Black framed screen 4 panel room divider. This is an elegant item that you can use to discreetly separate and divide a room into sections for multi-use. The frame is made of wood with a black finish and the screen fabric is made of a durable synthetic paper material. Each panel is approximately 17 3/4"" in width. Dimensions Measure: 72''W x 70. 25''H",is there latice on both sides or only one side?,2,g
B004F6JUXS,"BIA Cordon Bleu, Inc. White Rectangle Platter",Solid white platter offers a classic design. Platter coordinates withother dinnerware pieces to make an impressive setting for entertaining. Measures 14''x7''.,what is the width and length?,1,g
B005G48M8C,Better Houseware Stainless Steel D-Shape Sink Protector,D-Shape Sink Protector protects your sink and dishes from chips and scratches. Drain hole on the top allows the sink strainer to be removed easily. Sink protector has coated feet to prevent the rack from slipping and scratching the sink.,what size is it,1,g
